nombre_empresa;pais;opera_otrospaises;sector_empresa;numero_empleados;infraestructura_critica;activos_criticos;pilares_prioritarios;actor_amenaza;incidente_sufrido;pilar_critico;sistemas_operativos;despliegue_sistemas;centros_datos;segmentacion_red;vpn;firewall;monitorizacion_red;balanceadores;antiphishing;edr;actualizaciones;frecuencia_actualizaciones;autenticacion;politica_contraseñas;iam;revocacion;backups;evento_amenaza
EduGes_CHI222;Chipre;No;Educación;Más de 1000;No;Datos / Información sensible, Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 8;Híbrido;2;Parcial;Opcional;Sí;Sí, parcialmente;Sí;Sí;No;No;Mensualmente;Todos los accesos;Sí, obligatoria;Ninguna;No;Semanales;Brecha de datos
HospiMar_ESP223;España;Sí;Salud;Más de 1000;Sí;Datos / Información sensible, Redes de comunicaciones, Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Debian 12;Híbrido;1;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
EduGes_PTG224;Portugal;No;Educación;50 - 1000;No;Datos / Información sensible, Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 8;Híbrido;2;Parcial;Opcional;Sí;Sí, parcialmente;Sí;Sí;No;No;Mensualmente;Todos los accesos;Sí, obligatoria;Ninguna;No;Semanales;Brecha de datos
HealthySol_DNM225;Dinamarca;Sí;Salud;Menos de 50;Sí;Datos personales;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;macOS 14;Híbrido;1;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;No;Diarias;Brecha de datos
ServiGestiones_POL2226;Polonia;No;Servicios empresariales;50 - 1000;No;Datos personales, Datos / Información sensible;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 10;Local (On-premise);1;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Solo antivirus básico;No;No se revisa si existen nuevas actualizaciones;No;Sí, obligatoria;Solución propia;No;Semanales;Brecha de datos
MinisterioInteriorSol_ALE227;Alemania;Sí;Alimentación;50 - 1000;Sí;Datos / Información sensible, Aplicaciones informáticas (Software);Confidencialidad, Disponibilidad, Integridad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;macOS 15;Local (On-premise);2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
FInlandBank_FIN228;Finlandia;Sí;Banca / Finanzas;Más de 1000;Sí;Datos / Información sensible, Servicios en la nube, Datos personales;Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Debian 12;Local (On-premise);Más de 2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
EducaServi_ITA229;Italia;No;Educación;50 - 1000;No;Servicios en la nube, Datos / Información sensible, Infraestructura TIC (Hardware);Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;macOS 13;Híbrido;1;No;Opcional;Sí;No;Sí;Sí;Sí, EDR;No;No se revisa si existen nuevas actualizaciones;No;Sí, obligatoria;Azure AD / Okta / LDAP;No;No aplican;Brecha de datos
Gescare_LET230;Letonia;Sí;Salud;Menos de 50;Sí;Datos personales, Datos / Información sensible;Confidencialidad, Disponibilidad, Integridad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;macOS 15;Nube pública (AWS, Azure, GCP);2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
AcaGes_LUX231;Luxemburgo;No;Educación;50 - 1000;No;Datos personales, Datos / Información sensible;Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Ubuntu 25;Local (On-premise);1;Parcial;Opcional;No;Sí, parcialmente;Sí;No;Solo antivirus básico;No;No se revisa si existen nuevas actualizaciones;No;Sí, obligatoria;Solución propia;No;No aplican;Brecha de datos
LitBank_LIT232;Lituania;Sí;Banca / Finanzas;Menos de 50;Sí;Datos / Información sensible, Redes de comunicaciones, Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Debian 12;Híbrido;1;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
EduGes_CHI233;Chipre;No;Educación;Más de 1000;No;Datos / Información sensible, Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 8;Híbrido;2;Parcial;Opcional;Sí;Sí, parcialmente;Sí;Sí;No;No;Mensualmente;Todos los accesos;Sí, obligatoria;Ninguna;No;Semanales;Brecha de datos
HospiMar_ESP234;España;Sí;Salud;Más de 1000;Sí;Datos / Información sensible, Redes de comunicaciones, Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Debian 12;Híbrido;1;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
EduGes_RCH235;República Checa;No;Educación;50 - 1000;No;Datos / Información sensible, Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;Windows 8;Híbrido;2;Parcial;Opcional;Sí;Sí, parcialmente;Sí;Sí;No;No;Mensualmente;Todos los accesos;Sí, obligatoria;Ninguna;No;Semanales;Brecha de datos
GesSolServi_ITA236;Italia;No;Gestión de servicios;50 - 1000;No;Servicios en la nube, Datos / Información sensible, Infraestructura TIC (Hardware);Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;macOS 13;Híbrido;1;No;Opcional;Sí;No;Sí;Sí;Sí, EDR;No;No se revisa si existen nuevas actualizaciones;No;Sí, obligatoria;Azure AD / Okta / LDAP;No;No aplican;Brecha de datos
IndustryGes_FIN237;Finlandia;No;Industria / Manufactura;Más de 1000;No;Datos / Información sensible, Sistemas de Control Industrial (ICS/SCADA), Redes de comunicaciones, Infraestructura TIC (Hardware);Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;Windows 11;Nube privada;1;Sí, completa;Sí, obligatoria;No;Sí, de forma continua;No;No;Solo antivirus básico;Sí;Con frecuencia;Solo sistemas críticos;Sí, obligatoria;Ninguna;Sí;Semanales;Brecha de datos
QuimiSol_LUX238;Luxemburgo;No;Industria química;Más de 1000;Sí;Datos / Información sensible, Servicios en la nube, Redes de comunicaciones;Confidencialidad, Integridad, Disponibilidad;Factor meteorológico adverso (externo, accidental);Ataques contra la confidencialidad;Confidencialidad;Windows 11;Nube privada;1;No;Sí, obligatoria;Sí;Sí, parcialmente;Sí;Sí;Solo antivirus básico;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
SaludFranceCare_FRA239;Francia;Sí;Salud;Menos de 50;Sí;Datos personales, Aplicaciones informáticas (Software), Redes de comunicaciones;Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;Windows 11;Nube privada;2;Parcial;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
EducaGes_DIN240;Dinamarca;No;Educación;50 - 1000;No;Datos personales, Datos / Información sensible, Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, intencionado);Ataques contra la confidencialidad;Confidencialidad;macOS 14;Híbrido;1;Parcial;Opcional;Sí;Sí, de forma continua;Sí;No;Solo antivirus básico;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Solución propia;Sí;Semanales;Brecha de datos
Gescare_LET241;Letonia;Sí;Salud;Menos de 50;Sí;Datos personales, Datos / Información sensible;Confidencialidad, Integridad, Disponibilidad;Empleado con privilegios (interno, accidental);Ataques contra la confidencialidad;Confidencialidad;macOS 15;Nube pública (AWS, Azure, GCP);2;Sí, completa;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
AcaGes_LUX242;Luxemburgo;No;Educación;50 - 1000;No;Datos personales, Datos / Información sensible;Confidencialidad, Integridad, Disponibilidad;Cibercriminal (externo, intencionado);Ataques contra la confidencialidad;Confidencialidad;Ubuntu 25;Local (On-premise);1;Parcial;Opcional;No;Sí, parcialmente;Sí;No;Solo antivirus básico;No;No se revisa si existen nuevas actualizaciones;No;Sí, obligatoria;Solución propia;No;No aplican;Brecha de datos
ServiGes_POL243;Polonia;Sí;Servicios postales / Mensajería;50 - 1000;Sí;Datos personales, Sistemas de Control Industrial (ICS/SCADA), Aplicaciones informáticas (Software);Confidencialidad, Integridad, Disponibilidad;Factor meteorológico adverso (externo, accidental);Ataques contra la confidencialidad;Confidencialidad;Ubuntu 25;Híbrido;Más de 2;Sí, completa;Opcional;Sí;Sí, parcialmente;Sí;Sí;No;Sí;Semanales;Solo sistemas críticos;Sí, obligatoria;Solución propia;Sí;Semanales;Brecha de datos
TransporteGes_GRE244;Grecia;Sí;Transporte;Más de 1000;Sí;Datos personales, Datos / Información sensible, Infraestructura TIC (Hardware), Sistemas de Control Industrial (ICS/SCADA);Confidencialidad, Integridad, Disponibilidad;Factor meteorológico adverso (externo, accidental);Ataques contra la confidencialidad;Confidencialidad;macOS 15;Local (On-premise);2;No;Sí, obligatoria;Sí;Sí, de forma continua;Sí;Sí;Sí, EDR;Sí;Con frecuencia;Todos los accesos;Sí, obligatoria;Azure AD / Okta / LDAP;Sí;Diarias;Brecha de datos
